id_venta,fecha,cliente,producto,cantidad,importe,medio_pago
V-26502,2026-05-06,Estudio Contable RyR,Servicio mensual,3,40874.02,tarjeta
V-26503,2026-05-07,Bar La Esquina,Cuaderno,4,41011.03,efectivo
V-26504,2026-05-08,Distribuidora Sur,Mouse inalambrico,5,41148.04,transferencia
V-26505,2026-05-09,Panaderia Ortiz,Servicio de consultoria,6,41285.05,tarjeta
V-26506,2026-05-10,Optica Vision,Toner HP,7,41422.06,efectivo
V-26507,2026-05-11,Tech Solutions,Servicio mensual,8,41559.07,transferencia
V-26508,2026-05-12,Farmacia Central,Cuaderno,9,41696.08,tarjeta
V-26509,2026-05-13,Hotel Plaza,Mouse inalambrico,10,41833.09,efectivo
V-26510,2026-05-14,Comercial Andrade,Servicio de consultoria,11,41970.10,transferencia
V-26511,2026-05-15,Garcia SA,Toner HP,12,42107.11,tarjeta
V-26512,2026-05-16,Juan Perez,Servicio mensual,13,42244.12,efectivo
V-26513,2026-05-17,Marta Gomez,Cuaderno,14,42381.13,transferencia
V-26514,2026-05-18,Kiosco El Sol,Mouse inalambrico,15,42518.14,tarjeta
V-26515,2026-05-19,Ferreteria Nuñez,Servicio de consultoria,16,42655.15,efectivo
V-26516,2026-05-20,Estudio Contable RyR,Toner HP,17,42792.16,transferencia
V-26517,2026-05-21,Bar La Esquina,Servicio mensual,18,42929.17,tarjeta
V-26518,2026-05-22,Distribuidora Sur,Cuaderno,19,43066.18,efectivo
V-26519,2026-05-23,Panaderia Ortiz,Mouse inalambrico,20,43203.19,transferencia
V-26520,2026-05-24,Optica Vision,Servicio de consultoria,1,43340.20,tarjeta
V-26521,2026-05-25,Tech Solutions,Toner HP,2,43477.21,efectivo
V-26522,2026-05-26,Farmacia Central,Servicio mensual,3,43614.22,transferencia
V-26523,2026-05-27,Hotel Plaza,Cuaderno,4,43751.23,tarjeta
V-26524,2026-05-28,Comercial Andrade,Mouse inalambrico,5,43888.24,efectivo
V-26525,2026-05-01,Garcia SA,Servicio de consultoria,6,44025.25,transferencia
V-26526,2026-05-02,Juan Perez,Toner HP,7,44162.26,tarjeta
V-26527,2026-05-03,Marta Gomez,Servicio mensual,8,44299.27,efectivo
V-26528,2026-05-04,Kiosco El Sol,Cuaderno,9,44436.28,transferencia
V-26529,2026-05-05,Ferreteria Nuñez,Mouse inalambrico,10,44573.29,tarjeta
V-26530,2026-05-06,Estudio Contable RyR,Servicio de consultoria,11,44710.30,efectivo
V-26531,2026-05-07,Bar La Esquina,Toner HP,12,44847.31,transferencia
V-26532,2026-05-08,Distribuidora Sur,Servicio mensual,13,44984.32,tarjeta
V-26533,2026-05-09,Panaderia Ortiz,Cuaderno,14,45121.33,efectivo
V-26534,2026-05-10,Optica Vision,Mouse inalambrico,15,45258.34,transferencia
V-26535,2026-05-11,Tech Solutions,Servicio de consultoria,16,45395.35,tarjeta
V-26536,2026-05-12,Farmacia Central,Toner HP,17,45532.36,efectivo
V-26537,2026-05-13,Hotel Plaza,Servicio mensual,18,45669.37,transferencia
V-26538,2026-05-14,Comercial Andrade,Cuaderno,19,45806.38,tarjeta
V-26539,2026-05-15,Garcia SA,Mouse inalambrico,20,45943.39,efectivo
V-26540,2026-05-16,Juan Perez,Servicio de consultoria,1,46080.40,transferencia
V-26541,2026-05-17,Marta Gomez,Toner HP,2,46217.41,tarjeta
V-26542,2026-05-18,Kiosco El Sol,Servicio mensual,3,46354.42,efectivo
V-26543,2026-05-19,Ferreteria Nuñez,Cuaderno,4,46491.43,transferencia
V-26544,2026-05-20,Estudio Contable RyR,Mouse inalambrico,5,46628.44,tarjeta
V-26545,2026-05-21,Bar La Esquina,Servicio de consultoria,6,46765.45,efectivo
V-26546,2026-05-22,Distribuidora Sur,Toner HP,7,46902.46,transferencia
V-26547,2026-05-23,Panaderia Ortiz,Servicio mensual,8,47039.47,tarjeta
V-26548,2026-05-24,Optica Vision,Cuaderno,9,47176.48,efectivo
V-26549,2026-05-25,Tech Solutions,Mouse inalambrico,10,47313.49,transferencia
V-26550,2026-05-26,Farmacia Central,Servicio de consultoria,11,47450.50,tarjeta
V-26551,2026-05-27,Hotel Plaza,Toner HP,12,47587.51,efectivo
V-26552,2026-05-28,Comercial Andrade,Servicio mensual,13,47724.52,transferencia
V-26553,2026-05-01,Garcia SA,Cuaderno,14,47861.53,tarjeta
V-26554,2026-05-02,Juan Perez,Mouse inalambrico,15,47998.54,efectivo
V-26555,2026-05-03,Marta Gomez,Servicio de consultoria,16,48135.55,transferencia
V-26556,2026-05-04,Kiosco El Sol,Toner HP,17,48272.56,tarjeta
V-26557,2026-05-05,Ferreteria Nuñez,Servicio mensual,18,48409.57,efectivo
V-26558,2026-05-06,Estudio Contable RyR,Cuaderno,19,48546.58,transferencia
V-26559,2026-05-07,Bar La Esquina,Mouse inalambrico,20,48683.59,tarjeta
V-26560,2026-05-08,Distribuidora Sur,Servicio de consultoria,1,48820.60,efectivo
V-26561,2026-05-09,Panaderia Ortiz,Toner HP,2,48957.61,transferencia
V-26562,2026-05-10,Optica Vision,Servicio mensual,3,49094.62,tarjeta
V-26563,2026-05-11,Tech Solutions,Cuaderno,4,49231.63,efectivo
V-26564,2026-05-12,Farmacia Central,Mouse inalambrico,5,49368.64,transferencia
V-26565,2026-05-13,Hotel Plaza,Servicio de consultoria,6,49505.65,tarjeta
V-26566,2026-05-14,Comercial Andrade,Toner HP,7,49642.66,efectivo
V-26567,2026-05-15,Garcia SA,Servicio mensual,8,49779.67,transferencia
V-26568,2026-05-16,Juan Perez,Cuaderno,9,49916.68,tarjeta
V-26569,2026-05-17,Marta Gomez,Mouse inalambrico,10,50053.69,efectivo
V-26570,2026-05-18,Kiosco El Sol,Servicio de consultoria,11,190.70,transferencia
V-26571,2026-05-19,Ferreteria Nuñez,Toner HP,12,327.71,tarjeta
V-26572,2026-05-20,Estudio Contable RyR,Servicio mensual,13,464.72,efectivo
V-26573,2026-05-21,Bar La Esquina,Cuaderno,14,601.73,transferencia
V-26574,2026-05-22,Distribuidora Sur,Mouse inalambrico,15,738.74,tarjeta
V-26575,2026-05-23,Panaderia Ortiz,Servicio de consultoria,16,875.75,efectivo
V-26576,2026-05-24,Optica Vision,Toner HP,17,1012.76,transferencia
V-26577,2026-05-25,Tech Solutions,Servicio mensual,18,1149.77,tarjeta
V-26578,2026-05-26,Farmacia Central,Cuaderno,19,1286.78,efectivo
V-26579,2026-05-27,Hotel Plaza,Mouse inalambrico,20,1423.79,transferencia
V-26580,2026-05-28,Comercial Andrade,Servicio de consultoria,1,1560.80,tarjeta
V-26581,2026-05-01,Garcia SA,Toner HP,2,1697.81,efectivo
V-26582,2026-05-02,Juan Perez,Servicio mensual,3,1834.82,transferencia
V-26583,2026-05-03,Marta Gomez,Cuaderno,4,1971.83,tarjeta
V-26584,2026-05-04,Kiosco El Sol,Mouse inalambrico,5,2108.84,efectivo
V-26585,2026-05-05,Ferreteria Nuñez,Servicio de consultoria,6,2245.85,transferencia
V-26586,2026-05-06,Estudio Contable RyR,Toner HP,7,2382.86,tarjeta
V-26587,2026-05-07,Bar La Esquina,Servicio mensual,8,2519.87,efectivo
V-26588,2026-05-08,Distribuidora Sur,Cuaderno,9,2656.88,transferencia
V-26589,2026-05-09,Panaderia Ortiz,Mouse inalambrico,10,2793.89,tarjeta
V-26590,2026-05-10,Optica Vision,Servicio de consultoria,11,2930.90,efectivo
V-26591,2026-05-11,Tech Solutions,Toner HP,12,3067.91,transferencia
V-26592,2026-05-12,Farmacia Central,Servicio mensual,13,3204.92,tarjeta
V-26593,2026-05-13,Hotel Plaza,Cuaderno,14,3341.93,efectivo
V-26594,2026-05-14,Comercial Andrade,Mouse inalambrico,15,3478.94,transferencia
V-26595,2026-05-15,Garcia SA,Servicio de consultoria,16,3615.95,tarjeta
V-26596,2026-05-16,Juan Perez,Toner HP,17,3752.96,efectivo
V-26597,2026-05-17,Marta Gomez,Servicio mensual,18,3889.97,transferencia
V-26598,2026-05-18,Kiosco El Sol,Cuaderno,19,4026.98,tarjeta
V-26599,2026-05-19,Ferreteria Nuñez,Mouse inalambrico,20,4163.99,efectivo
V-26600,2026-05-20,Estudio Contable RyR,Servicio de consultoria,1,4300.00,transferencia
V-26601,2026-05-21,Bar La Esquina,Toner HP,2,4437.01,tarjeta
V-26602,2026-05-22,Distribuidora Sur,Servicio mensual,3,4574.02,efectivo
V-26603,2026-05-23,Panaderia Ortiz,Cuaderno,4,4711.03,transferencia
V-26604,2026-05-24,Optica Vision,Mouse inalambrico,5,4848.04,tarjeta
V-26605,2026-05-25,Tech Solutions,Servicio de consultoria,6,4985.05,efectivo
V-26606,2026-05-26,Farmacia Central,Toner HP,7,5122.06,transferencia
V-26607,2026-05-27,Hotel Plaza,Servicio mensual,8,5259.07,tarjeta
V-26608,2026-05-28,Comercial Andrade,Cuaderno,9,5396.08,efectivo
V-26609,2026-05-01,Garcia SA,Mouse inalambrico,10,5533.09,transferencia
V-26610,2026-05-02,Juan Perez,Servicio de consultoria,11,5670.10,tarjeta
V-26611,2026-05-03,Marta Gomez,Toner HP,12,5807.11,efectivo
V-26612,2026-05-04,Kiosco El Sol,Servicio mensual,13,5944.12,transferencia
V-26613,2026-05-05,Ferreteria Nuñez,Cuaderno,14,6081.13,tarjeta
V-26614,2026-05-06,Estudio Contable RyR,Mouse inalambrico,15,6218.14,efectivo
V-26615,2026-05-07,Bar La Esquina,Servicio de consultoria,16,6355.15,transferencia
V-26616,2026-05-08,Distribuidora Sur,Toner HP,17,6492.16,tarjeta
V-26617,2026-05-09,Panaderia Ortiz,Servicio mensual,18,6629.17,efectivo
V-26618,2026-05-10,Optica Vision,Cuaderno,19,6766.18,transferencia
V-26619,2026-05-11,Tech Solutions,Mouse inalambrico,20,6903.19,tarjeta
V-26620,2026-05-12,Farmacia Central,Servicio de consultoria,1,7040.20,efectivo
V-26621,2026-05-13,Hotel Plaza,Toner HP,2,7177.21,transferencia
V-26622,2026-05-14,Comercial Andrade,Servicio mensual,3,7314.22,tarjeta
V-26623,2026-05-15,Garcia SA,Cuaderno,4,7451.23,efectivo
V-26624,2026-05-16,Juan Perez,Mouse inalambrico,5,7588.24,transferencia
V-26625,2026-05-17,Marta Gomez,Servicio de consultoria,6,7725.25,tarjeta
V-26626,2026-05-18,Kiosco El Sol,Toner HP,7,7862.26,efectivo
V-26627,2026-05-19,Ferreteria Nuñez,Servicio mensual,8,7999.27,transferencia
V-26628,2026-05-20,Estudio Contable RyR,Cuaderno,9,8136.28,tarjeta
V-26629,2026-05-21,Bar La Esquina,Mouse inalambrico,10,8273.29,efectivo
V-26630,2026-05-22,Distribuidora Sur,Servicio de consultoria,11,8410.30,transferencia
V-26631,2026-05-23,Panaderia Ortiz,Toner HP,12,8547.31,tarjeta
V-26632,2026-05-24,Optica Vision,Servicio mensual,13,8684.32,efectivo
V-26633,2026-05-25,Tech Solutions,Cuaderno,14,8821.33,transferencia
V-26634,2026-05-26,Farmacia Central,Mouse inalambrico,15,8958.34,tarjeta
V-26635,2026-05-27,Hotel Plaza,Servicio de consultoria,16,9095.35,efectivo
V-26636,2026-05-28,Comercial Andrade,Toner HP,17,9232.36,transferencia
V-26637,2026-05-01,Garcia SA,Servicio mensual,18,9369.37,tarjeta
V-26638,2026-05-02,Juan Perez,Cuaderno,19,9506.38,efectivo
V-26639,2026-05-03,Marta Gomez,Mouse inalambrico,20,9643.39,transferencia
V-26640,2026-05-04,Kiosco El Sol,Servicio de consultoria,1,9780.40,tarjeta
V-26641,2026-05-05,Ferreteria Nuñez,Toner HP,2,9917.41,efectivo
V-26642,2026-05-06,Estudio Contable RyR,Servicio mensual,3,10054.42,transferencia
V-26643,2026-05-07,Bar La Esquina,Cuaderno,4,10191.43,tarjeta
V-26644,2026-05-08,Distribuidora Sur,Mouse inalambrico,5,10328.44,efectivo
V-26645,2026-05-09,Panaderia Ortiz,Servicio de consultoria,6,10465.45,transferencia
V-26646,2026-05-10,Optica Vision,Toner HP,7,10602.46,tarjeta
V-26647,2026-05-11,Tech Solutions,Servicio mensual,8,10739.47,efectivo
V-26648,2026-05-12,Farmacia Central,Cuaderno,9,10876.48,transferencia
V-26649,2026-05-13,Hotel Plaza,Mouse inalambrico,10,11013.49,tarjeta
V-26650,2026-05-14,Comercial Andrade,Servicio de consultoria,11,11150.50,efectivo
V-26651,2026-05-15,Garcia SA,Toner HP,12,11287.51,transferencia
V-26652,2026-05-16,Juan Perez,Servicio mensual,13,11424.52,tarjeta
V-26653,2026-05-17,Marta Gomez,Cuaderno,14,11561.53,efectivo
V-26654,2026-05-18,Kiosco El Sol,Mouse inalambrico,15,11698.54,transferencia
V-26655,2026-05-19,Ferreteria Nuñez,Servicio de consultoria,16,11835.55,tarjeta
V-26656,2026-05-20,Estudio Contable RyR,Toner HP,17,11972.56,efectivo
V-26657,2026-05-21,Bar La Esquina,Servicio mensual,18,12109.57,transferencia
V-26658,2026-05-22,Distribuidora Sur,Cuaderno,19,12246.58,tarjeta
V-26659,2026-05-23,Panaderia Ortiz,Mouse inalambrico,20,12383.59,efectivo
V-26660,2026-05-24,Optica Vision,Servicio de consultoria,1,12520.60,transferencia
V-26661,2026-05-25,Tech Solutions,Toner HP,2,12657.61,tarjeta
V-26662,2026-05-26,Farmacia Central,Servicio mensual,3,12794.62,efectivo
V-26663,2026-05-27,Hotel Plaza,Cuaderno,4,12931.63,transferencia
V-26664,2026-05-28,Comercial Andrade,Mouse inalambrico,5,13068.64,tarjeta
V-26665,2026-05-01,Garcia SA,Servicio de consultoria,6,13205.65,efectivo
V-26666,2026-05-02,Juan Perez,Toner HP,7,13342.66,transferencia
V-26667,2026-05-03,Marta Gomez,Servicio mensual,8,13479.67,tarjeta
V-26668,2026-05-04,Kiosco El Sol,Cuaderno,9,13616.68,efectivo
V-26669,2026-05-05,Ferreteria Nuñez,Mouse inalambrico,10,13753.69,transferencia
V-26670,2026-05-06,Estudio Contable RyR,Servicio de consultoria,11,13890.70,tarjeta
V-26671,2026-05-07,Bar La Esquina,Toner HP,12,14027.71,efectivo
V-26672,2026-05-08,Distribuidora Sur,Servicio mensual,13,14164.72,transferencia
V-26673,2026-05-09,Panaderia Ortiz,Cuaderno,14,14301.73,tarjeta
V-26674,2026-05-10,Optica Vision,Mouse inalambrico,15,14438.74,efectivo
V-26675,2026-05-11,Tech Solutions,Servicio de consultoria,16,14575.75,transferencia
V-26676,2026-05-12,Farmacia Central,Toner HP,17,14712.76,tarjeta
V-26677,2026-05-13,Hotel Plaza,Servicio mensual,18,14849.77,efectivo
V-26678,2026-05-14,Comercial Andrade,Cuaderno,19,14986.78,transferencia
V-26679,2026-05-15,Garcia SA,Mouse inalambrico,20,15123.79,tarjeta
V-26680,2026-05-16,Juan Perez,Servicio de consultoria,1,15260.80,efectivo
V-26681,2026-05-17,Marta Gomez,Toner HP,2,15397.81,transferencia
V-26682,2026-05-18,Kiosco El Sol,Servicio mensual,3,15534.82,tarjeta
V-26683,2026-05-19,Ferreteria Nuñez,Cuaderno,4,15671.83,efectivo
V-26684,2026-05-20,Estudio Contable RyR,Mouse inalambrico,5,15808.84,transferencia
V-26685,2026-05-21,Bar La Esquina,Servicio de consultoria,6,15945.85,tarjeta
V-26686,2026-05-22,Distribuidora Sur,Toner HP,7,16082.86,efectivo
V-26687,2026-05-23,Panaderia Ortiz,Servicio mensual,8,16219.87,transferencia
V-26688,2026-05-24,Optica Vision,Cuaderno,9,16356.88,tarjeta
V-26689,2026-05-25,Tech Solutions,Mouse inalambrico,10,16493.89,efectivo
V-26690,2026-05-26,Farmacia Central,Servicio de consultoria,11,16630.90,transferencia
V-26691,2026-05-27,Hotel Plaza,Toner HP,12,16767.91,tarjeta
V-26692,2026-05-28,Comercial Andrade,Servicio mensual,13,16904.92,efectivo
V-26693,2026-05-01,Garcia SA,Cuaderno,14,17041.93,transferencia
V-26694,2026-05-02,Juan Perez,Mouse inalambrico,15,17178.94,tarjeta
V-26695,2026-05-03,Marta Gomez,Servicio de consultoria,16,17315.95,efectivo
V-26696,2026-05-04,Kiosco El Sol,Toner HP,17,17452.96,transferencia
V-26697,2026-05-05,Ferreteria Nuñez,Servicio mensual,18,17589.97,tarjeta
V-26698,2026-05-06,Estudio Contable RyR,Cuaderno,19,17726.98,efectivo
V-26699,2026-05-07,Bar La Esquina,Mouse inalambrico,20,17863.99,transferencia
V-26700,2026-05-08,Distribuidora Sur,Servicio de consultoria,1,18000.00,tarjeta
V-26701,2026-05-09,Panaderia Ortiz,Toner HP,2,18137.01,efectivo
V-26702,2026-05-10,Optica Vision,Servicio mensual,3,18274.02,transferencia
V-26703,2026-05-11,Tech Solutions,Cuaderno,4,18411.03,tarjeta
V-26704,2026-05-12,Farmacia Central,Mouse inalambrico,5,18548.04,efectivo
V-26705,2026-05-13,Hotel Plaza,Servicio de consultoria,6,18685.05,transferencia
V-26706,2026-05-14,Comercial Andrade,Toner HP,7,18822.06,tarjeta
V-26707,2026-05-15,Garcia SA,Servicio mensual,8,18959.07,efectivo
V-26708,2026-05-16,Juan Perez,Cuaderno,9,19096.08,transferencia
V-26709,2026-05-17,Marta Gomez,Mouse inalambrico,10,19233.09,tarjeta
V-26710,2026-05-18,Kiosco El Sol,Servicio de consultoria,11,19370.10,efectivo
V-26711,2026-05-19,Ferreteria Nuñez,Toner HP,12,19507.11,transferencia
V-26712,2026-05-20,Estudio Contable RyR,Servicio mensual,13,19644.12,tarjeta
V-26713,2026-05-21,Bar La Esquina,Cuaderno,14,19781.13,efectivo
V-26714,2026-05-22,Distribuidora Sur,Mouse inalambrico,15,19918.14,transferencia
V-26715,2026-05-23,Panaderia Ortiz,Servicio de consultoria,16,20055.15,tarjeta
V-26716,2026-05-24,Optica Vision,Toner HP,17,20192.16,efectivo
V-26717,2026-05-25,Tech Solutions,Servicio mensual,18,20329.17,transferencia
V-26718,2026-05-26,Farmacia Central,Cuaderno,19,20466.18,tarjeta
V-26719,2026-05-27,Hotel Plaza,Mouse inalambrico,20,20603.19,efectivo
V-26720,2026-05-28,Comercial Andrade,Servicio de consultoria,1,20740.20,transferencia
V-26721,2026-05-01,Garcia SA,Toner HP,2,20877.21,tarjeta
V-26722,2026-05-02,Juan Perez,Servicio mensual,3,21014.22,efectivo
V-26723,2026-05-03,Marta Gomez,Cuaderno,4,21151.23,transferencia
V-26724,2026-05-04,Kiosco El Sol,Mouse inalambrico,5,21288.24,tarjeta
V-26725,2026-05-05,Ferreteria Nuñez,Servicio de consultoria,6,21425.25,efectivo
V-26726,2026-05-06,Estudio Contable RyR,Toner HP,7,21562.26,transferencia
V-26727,2026-05-07,Bar La Esquina,Servicio mensual,8,21699.27,tarjeta
V-26728,2026-05-08,Distribuidora Sur,Cuaderno,9,21836.28,efectivo
V-26729,2026-05-09,Panaderia Ortiz,Mouse inalambrico,10,21973.29,transferencia
V-26730,2026-05-10,Optica Vision,Servicio de consultoria,11,22110.30,tarjeta
V-26731,2026-05-11,Tech Solutions,Toner HP,12,22247.31,efectivo
V-26732,2026-05-12,Farmacia Central,Servicio mensual,13,22384.32,transferencia
V-26733,2026-05-13,Hotel Plaza,Cuaderno,14,22521.33,tarjeta
V-26734,2026-05-14,Comercial Andrade,Mouse inalambrico,15,22658.34,efectivo
V-26735,2026-05-15,Garcia SA,Servicio de consultoria,16,22795.35,transferencia
V-26736,2026-05-16,Juan Perez,Toner HP,17,22932.36,tarjeta
V-26737,2026-05-17,Marta Gomez,Servicio mensual,18,23069.37,efectivo
V-26738,2026-05-18,Kiosco El Sol,Cuaderno,19,23206.38,transferencia
V-26739,2026-05-19,Ferreteria Nuñez,Mouse inalambrico,20,23343.39,tarjeta
V-26740,2026-05-20,Estudio Contable RyR,Servicio de consultoria,1,23480.40,efectivo
V-26741,2026-05-21,Bar La Esquina,Toner HP,2,23617.41,transferencia
V-26742,2026-05-22,Distribuidora Sur,Servicio mensual,3,23754.42,tarjeta
V-26743,2026-05-23,Panaderia Ortiz,Cuaderno,4,23891.43,efectivo
V-26744,2026-05-24,Optica Vision,Mouse inalambrico,5,24028.44,transferencia
V-26745,2026-05-25,Tech Solutions,Servicio de consultoria,6,24165.45,tarjeta
V-26746,2026-05-26,Farmacia Central,Toner HP,7,24302.46,efectivo
V-26747,2026-05-27,Hotel Plaza,Servicio mensual,8,24439.47,transferencia
V-26748,2026-05-28,Comercial Andrade,Cuaderno,9,24576.48,tarjeta
V-26749,2026-05-01,Garcia SA,Mouse inalambrico,10,24713.49,efectivo
V-26750,2026-05-02,Juan Perez,Servicio de consultoria,11,24850.50,transferencia
V-26751,2026-05-03,Marta Gomez,Toner HP,12,24987.51,tarjeta
V-26752,2026-05-04,Kiosco El Sol,Servicio mensual,13,25124.52,efectivo
V-26753,2026-05-05,Ferreteria Nuñez,Cuaderno,14,25261.53,transferencia
V-26754,2026-05-06,Estudio Contable RyR,Mouse inalambrico,15,25398.54,tarjeta
V-26755,2026-05-07,Bar La Esquina,Servicio de consultoria,16,25535.55,efectivo
V-26756,2026-05-08,Distribuidora Sur,Toner HP,17,25672.56,transferencia
V-26757,2026-05-09,Panaderia Ortiz,Servicio mensual,18,25809.57,tarjeta
V-26758,2026-05-10,Optica Vision,Cuaderno,19,25946.58,efectivo
V-26759,2026-05-11,Tech Solutions,Mouse inalambrico,20,26083.59,transferencia
V-26760,2026-05-12,Farmacia Central,Servicio de consultoria,1,26220.60,tarjeta
V-26761,2026-05-13,Hotel Plaza,Toner HP,2,26357.61,efectivo
V-26762,2026-05-14,Comercial Andrade,Servicio mensual,3,26494.62,transferencia
V-26763,2026-05-15,Garcia SA,Cuaderno,4,26631.63,tarjeta
V-26764,2026-05-16,Juan Perez,Mouse inalambrico,5,26768.64,efectivo
V-26765,2026-05-17,Marta Gomez,Servicio de consultoria,6,26905.65,transferencia
V-26766,2026-05-18,Kiosco El Sol,Toner HP,7,27042.66,tarjeta
V-26767,2026-05-19,Ferreteria Nuñez,Servicio mensual,8,27179.67,efectivo
V-26768,2026-05-20,Estudio Contable RyR,Cuaderno,9,27316.68,transferencia
V-26769,2026-05-21,Bar La Esquina,Mouse inalambrico,10,27453.69,tarjeta
V-26770,2026-05-22,Distribuidora Sur,Servicio de consultoria,11,27590.70,efectivo
V-26771,2026-05-23,Panaderia Ortiz,Toner HP,12,27727.71,transferencia
V-26772,2026-05-24,Optica Vision,Servicio mensual,13,27864.72,tarjeta
V-26773,2026-05-25,Tech Solutions,Cuaderno,14,28001.73,efectivo
V-26774,2026-05-26,Farmacia Central,Mouse inalambrico,15,28138.74,transferencia
V-26775,2026-05-27,Hotel Plaza,Servicio de consultoria,16,28275.75,tarjeta
V-26776,2026-05-28,Comercial Andrade,Toner HP,17,28412.76,efectivo
V-26777,2026-05-01,Garcia SA,Servicio mensual,18,28549.77,transferencia
V-26778,2026-05-02,Juan Perez,Cuaderno,19,28686.78,tarjeta
V-26779,2026-05-03,Marta Gomez,Mouse inalambrico,20,28823.79,efectivo
V-26780,2026-05-04,Kiosco El Sol,Servicio de consultoria,1,28960.80,transferencia
V-26781,2026-05-05,Ferreteria Nuñez,Toner HP,2,29097.81,tarjeta
V-26782,2026-05-06,Estudio Contable RyR,Servicio mensual,3,29234.82,efectivo
V-26783,2026-05-07,Bar La Esquina,Cuaderno,4,29371.83,transferencia
V-26784,2026-05-08,Distribuidora Sur,Mouse inalambrico,5,29508.84,tarjeta
V-26785,2026-05-09,Panaderia Ortiz,Servicio de consultoria,6,29645.85,efectivo
V-26786,2026-05-10,Optica Vision,Toner HP,7,29782.86,transferencia
V-26787,2026-05-11,Tech Solutions,Servicio mensual,8,29919.87,tarjeta
V-26788,2026-05-12,Farmacia Central,Cuaderno,9,30056.88,efectivo
V-26789,2026-05-13,Hotel Plaza,Mouse inalambrico,10,30193.89,transferencia
V-26790,2026-05-14,Comercial Andrade,Servicio de consultoria,11,30330.90,tarjeta
V-26791,2026-05-15,Garcia SA,Toner HP,12,30467.91,efectivo
V-26792,2026-05-16,Juan Perez,Servicio mensual,13,30604.92,transferencia
V-26793,2026-05-17,Marta Gomez,Cuaderno,14,30741.93,tarjeta
V-26794,2026-05-18,Kiosco El Sol,Mouse inalambrico,15,30878.94,efectivo
V-26795,2026-05-19,Ferreteria Nuñez,Servicio de consultoria,16,31015.95,transferencia
V-26796,2026-05-20,Estudio Contable RyR,Toner HP,17,31152.96,tarjeta
V-26797,2026-05-21,Bar La Esquina,Servicio mensual,18,31289.97,efectivo
V-26798,2026-05-22,Distribuidora Sur,Cuaderno,19,31426.98,transferencia
